Gene,SV type, SV key
ENSMMUP00000001169.3,NA,NA
ENSMMUP00000052078.1,NA,NA
ENSMMUP00000018662.3,NA,NA
ENSMMUP00000051879.1,NA,NA
ENSMMUP00000057557.1,NA,NA
ENSMMUP00000019727.3,NA,NA
ENSMMUP00000039343.2,NA,NA
ENSMMUP00000043308.1,NA,NA
ENSMMUP00000001292.3,NA,NA
ENSMMUP00000043548.1,NA,NA
ENSMMUP00000010548.3,NA,NA
ENSMMUP00000007172.3,NA,NA
ENSMMUP00000027702.3,NA,NA
ENSMMUP00000012167.3,NA,NA
ENSMMUP00000060536.1,NA,NA
ENSMMUP00000000639.2,NA,NA
ENSMMUP00000013009.3,NA,NA
ENSMMUP00000017508.1,NA,NA
ENSMMUP00000008181.3,NA,NA
ENSMMUP00000044906.1,NA,NA
ENSMMUP00000031704.2,NA,NA
ENSMMUP00000032339.2,NA,NA
ENSMMUP00000002402.3,NA,NA
ENSMMUP00000002150.2,NA,NA
ENSMMUP00000055627.1,NA,NA
ENSMMUP00000011469.2,NA,NA
ENSMMUP00000044267.1,NA,NA
ENSMMUP00000048056.1,NA,NA
ENSMMUP00000030161.3,NA,NA
ENSMMUP00000027073.3,NA,NA
ENSMMUP00000041640.1,NA,NA
ENSMMUP00000010395.3,NA,NA
ENSMMUP00000028139.2,NA,NA
ENSMMUP00000007451.2,NA,NA
ENSMMUP00000003526.3,NA,NA
ENSMMUP00000009214.2,NA,NA
ENSMMUP00000028861.3,NA,NA
ENSMMUP00000047881.1,NA,NA
ENSMMUP00000038672.2,NA,NA
ENSMMUP00000031112.3,NA,NA
ENSMMUP00000024127.3,NA,NA
ENSMMUP00000004777.2,NA,NA
ENSMMUP00000060331.1,NA,NA
ENSMMUP00000048059.1,NA,NA
ENSMMUP00000026847.1,NA,NA
ENSMMUP00000039980.1,NA,NA
ENSMMUP00000012644.2,NA,NA
ENSMMUP00000027401.3,NA,NA
ENSMMUP00000001523.2,NA,NA
ENSMMUP00000001839.3,NA,NA
ENSMMUP00000025776.1,NA,NA
ENSMMUP00000000133.3,NA,NA
ENSMMUP00000018738.3,NA,NA
ENSMMUP00000045103.1,NA,NA
ENSMMUP00000024137.2,NA,NA
ENSMMUP00000043162.1,NA,NA
ENSMMUP00000016051.3,NA,NA
ENSMMUP00000000987.3,NA,NA
ENSMMUP00000026553.3,NA,NA
ENSMMUP00000038291.2,<DEL>,chr1:105124814:<DEL>:2857:13715.99
ENSMMUP00000015761.2,NA,NA
ENSMMUP00000022224.2,NA,NA
ENSMMUP00000053654.1,NA,NA
ENSMMUP00000024229.3,NA,NA
ENSMMUP00000026162.3,NA,NA
ENSMMUP00000054349.1,NA,NA
ENSMMUP00000006319.3,NA,NA
ENSMMUP00000040264.1,NA,NA
ENSMMUP00000029628.2,NA,NA
ENSMMUP00000047303.1,NA,NA
ENSMMUP00000034721.2,<DEL>,chr18:58057359:<DEL>:13675:604.9
ENSMMUP00000021930.2,NA,NA
ENSMMUP00000011466.2,NA,NA
ENSMMUP00000001242.3,NA,NA
ENSMMUP00000061014.1,NA,NA
ENSMMUP00000054267.1,NA,NA
ENSMMUP00000010606.3,NA,NA
ENSMMUP00000024926.2,NA,NA
ENSMMUP00000047520.1,NA,NA
ENSMMUP00000015054.3,NA,NA
ENSMMUP00000041188.1,NA,NA
ENSMMUP00000040052.2,NA,NA
ENSMMUP00000048237.1,NA,NA
ENSMMUP00000045922.1,NA,NA
ENSMMUP00000003901.3,NA,NA
ENSMMUP00000003191.3,NA,NA
ENSMMUP00000012809.2,NA,NA
ENSMMUP00000023670.3,NA,NA
ENSMMUP00000051190.1,NA,NA
ENSMMUP00000055110.1,NA,NA
ENSMMUP00000056092.1,NA,NA
ENSMMUP00000018886.3,NA,NA
ENSMMUP00000046221.1,NA,NA
ENSMMUP00000050973.1,NA,NA
ENSMMUP00000051624.1,NA,NA
ENSMMUP00000051915.1,NA,NA
ENSMMUP00000046974.1,NA,NA
ENSMMUP00000011712.2,NA,NA
ENSMMUP00000002806.3,NA,NA
ENSMMUP00000018231.3,NA,NA
ENSMMUP00000060330.1,NA,NA
ENSMMUP00000057520.1,NA,NA
ENSMMUP00000035601.2,NA,NA
ENSMMUP00000053377.1,NA,NA
ENSMMUP00000009604.2,NA,NA
ENSMMUP00000024577.3,NA,NA
ENSMMUP00000029241.2,NA,NA
ENSMMUP00000027528.3,NA,NA
ENSMMUP00000041716.1,NA,NA
ENSMMUP00000022124.3,NA,NA
ENSMMUP00000042516.1,NA,NA
ENSMMUP00000009736.3,NA,NA
ENSMMUP00000045201.1,NA,NA
ENSMMUP00000057547.1,NA,NA
ENSMMUP00000000579.3,NA,NA
ENSMMUP00000037115.1,NA,NA
ENSMMUP00000000917.3,NA,NA
ENSMMUP00000057336.1,NA,NA
ENSMMUP00000039150.2,NA,NA
ENSMMUP00000055480.1,NA,NA
ENSMMUP00000028182.3,NA,NA
ENSMMUP00000009196.2,NA,NA
ENSMMUP00000047191.1,NA,NA
ENSMMUP00000031307.2,NA,NA
ENSMMUP00000054944.1,NA,NA
ENSMMUP00000035766.2,NA,NA
ENSMMUP00000003720.3,NA,NA
ENSMMUP00000049068.1,NA,NA
ENSMMUP00000005169.1,NA,NA
ENSMMUP00000031423.2,NA,NA
ENSMMUP00000035661.1,NA,NA
ENSMMUP00000046557.1,NA,NA
ENSMMUP00000031645.1,NA,NA
ENSMMUP00000048879.1,NA,NA
ENSMMUP00000050844.1,NA,NA
ENSMMUP00000029562.3,NA,NA
ENSMMUP00000031525.2,NA,NA
ENSMMUP00000052130.1,NA,NA
ENSMMUP00000056841.1,NA,NA
ENSMMUP00000027072.2,NA,NA
ENSMMUP00000017399.2,NA,NA
ENSMMUP00000009587.3,NA,NA
ENSMMUP00000023344.3,NA,NA
ENSMMUP00000010570.3,NA,NA
ENSMMUP00000015378.3,NA,NA
ENSMMUP00000019882.3,NA,NA
ENSMMUP00000013403.3,NA,NA
ENSMMUP00000021599.3,NA,NA
ENSMMUP00000006422.3,NA,NA
ENSMMUP00000003211.2,NA,NA
ENSMMUP00000048088.1,NA,NA
ENSMMUP00000014980.3,NA,NA
ENSMMUP00000043190.1,NA,NA
ENSMMUP00000041651.1,NA,NA
ENSMMUP00000044905.1,NA,NA
ENSMMUP00000016681.3,NA,NA
ENSMMUP00000047495.1,NA,NA
ENSMMUP00000010020.2,NA,NA
ENSMMUP00000058520.1,NA,NA
ENSMMUP00000012785.3,NA,NA
ENSMMUP00000059304.1,NA,NA
ENSMMUP00000019393.3,NA,NA
ENSMMUP00000005769.3,NA,NA
ENSMMUP00000054289.1,NA,NA
ENSMMUP00000048528.1,NA,NA
ENSMMUP00000032510.1,NA,NA
ENSMMUP00000037671.1,NA,NA
ENSMMUP00000004003.2,NA,NA
ENSMMUP00000002861.3,NA,NA
ENSMMUP00000053062.1,NA,NA
ENSMMUP00000048999.1,NA,NA
ENSMMUP00000009180.3,NA,NA
ENSMMUP00000014108.1,NA,NA
ENSMMUP00000006493.3,NA,NA
ENSMMUP00000013390.3,NA,NA
ENSMMUP00000007989.3,NA,NA
ENSMMUP00000016300.2,NA,NA
ENSMMUP00000029009.3,NA,NA
ENSMMUP00000022152.2,NA,NA
ENSMMUP00000056465.1,NA,NA
ENSMMUP00000017168.2,NA,NA
ENSMMUP00000026145.3,NA,NA
ENSMMUP00000047828.1,NA,NA
ENSMMUP00000056986.1,NA,NA
ENSMMUP00000055543.1,NA,NA
ENSMMUP00000030784.3,NA,NA
ENSMMUP00000060206.1,NA,NA
ENSMMUP00000002916.2,NA,NA
ENSMMUP00000026672.3,NA,NA
ENSMMUP00000049281.1,NA,NA
ENSMMUP00000007065.2,NA,NA
ENSMMUP00000052481.1,NA,NA
ENSMMUP00000054550.1,NA,NA
ENSMMUP00000023835.2,NA,NA
ENSMMUP00000035324.1,NA,NA
ENSMMUP00000058933.1,NA,NA
ENSMMUP00000030204.3,NA,NA
ENSMMUP00000000834.2,NA,NA
ENSMMUP00000060719.1,NA,NA
ENSMMUP00000031887.2,NA,NA
ENSMMUP00000019914.3,NA,NA
ENSMMUP00000039331.2,NA,NA
ENSMMUP00000030702.3,NA,NA
ENSMMUP00000009473.1,NA,NA
ENSMMUP00000033341.2,NA,NA
ENSMMUP00000055172.1,NA,NA
ENSMMUP00000050534.1,NA,NA
ENSMMUP00000052783.1,NA,NA
ENSMMUP00000046136.1,NA,NA
ENSMMUP00000036819.2,NA,NA
ENSMMUP00000019792.3,NA,NA
ENSMMUP00000036371.1,NA,NA
ENSMMUP00000040281.1,NA,NA
ENSMMUP00000016620.2,NA,NA
ENSMMUP00000025154.3,NA,NA
ENSMMUP00000015313.1,NA,NA
ENSMMUP00000030210.3,NA,NA
ENSMMUP00000048819.1,NA,NA
ENSMMUP00000010859.3,NA,NA
ENSMMUP00000052067.1,NA,NA
ENSMMUP00000038584.2,NA,NA
ENSMMUP00000005036.2,NA,NA
ENSMMUP00000000586.2,NA,NA
ENSMMUP00000006710.2,NA,NA
ENSMMUP00000005851.3,NA,NA
ENSMMUP00000045890.1,NA,NA
ENSMMUP00000030679.2,NA,NA
ENSMMUP00000059860.1,NA,NA
ENSMMUP00000024425.2,NA,NA
ENSMMUP00000004956.2,NA,NA
ENSMMUP00000045234.1,NA,NA
ENSMMUP00000036920.1,NA,NA
ENSMMUP00000056259.1,NA,NA
ENSMMUP00000029891.2,NA,NA
ENSMMUP00000020584.3,NA,NA
ENSMMUP00000017826.3,NA,NA
ENSMMUP00000053175.1,NA,NA
ENSMMUP00000036188.2,NA,NA
ENSMMUP00000028913.3,NA,NA
ENSMMUP00000054827.1,NA,NA
ENSMMUP00000047316.1,NA,NA
ENSMMUP00000018725.2,NA,NA
ENSMMUP00000053729.1,NA,NA
ENSMMUP00000048441.1,NA,NA
ENSMMUP00000059707.1,NA,NA
ENSMMUP00000046485.1,NA,NA
ENSMMUP00000050075.1,NA,NA
ENSMMUP00000028657.3,NA,NA
ENSMMUP00000025774.2,NA,NA
ENSMMUP00000029428.3,NA,NA
ENSMMUP00000026170.3,NA,NA
ENSMMUP00000052574.1,NA,NA
ENSMMUP00000014678.3,NA,NA
ENSMMUP00000049478.1,NA,NA
ENSMMUP00000005300.2,NA,NA
ENSMMUP00000017046.2,NA,NA
ENSMMUP00000025509.3,NA,NA
ENSMMUP00000060645.1,NA,NA
ENSMMUP00000003738.3,NA,NA
ENSMMUP00000019908.3,NA,NA
ENSMMUP00000053911.1,NA,NA
ENSMMUP00000045917.1,NA,NA
ENSMMUP00000041795.1,NA,NA
ENSMMUP00000035110.2,NA,NA
ENSMMUP00000059370.1,NA,NA
ENSMMUP00000006193.3,NA,NA
ENSMMUP00000022170.3,NA,NA
ENSMMUP00000052634.1,NA,NA
ENSMMUP00000055549.1,NA,NA
ENSMMUP00000025434.2,NA,NA
ENSMMUP00000043314.1,NA,NA
ENSMMUP00000023127.1,NA,NA
ENSMMUP00000056873.1,NA,NA
ENSMMUP00000004549.3,NA,NA
ENSMMUP00000014564.2,NA,NA
ENSMMUP00000004091.3,NA,NA
ENSMMUP00000002198.3,NA,NA
ENSMMUP00000044524.1,NA,NA
ENSMMUP00000004569.3,NA,NA
ENSMMUP00000006826.3,NA,NA
ENSMMUP00000046805.1,NA,NA
ENSMMUP00000022464.3,NA,NA
ENSMMUP00000048328.1,NA,NA
ENSMMUP00000059664.1,NA,NA
ENSMMUP00000051820.1,NA,NA
ENSMMUP00000042083.1,NA,NA
ENSMMUP00000043712.1,NA,NA
ENSMMUP00000006909.2,NA,NA
ENSMMUP00000058217.1,NA,NA
ENSMMUP00000059404.1,NA,NA
ENSMMUP00000045161.1,NA,NA
ENSMMUP00000040441.2,NA,NA
ENSMMUP00000042597.1,NA,NA
ENSMMUP00000028843.2,NA,NA
ENSMMUP00000015191.2,NA,NA
ENSMMUP00000018923.3,NA,NA
ENSMMUP00000046767.1,NA,NA
ENSMMUP00000059686.1,NA,NA
ENSMMUP00000055215.1,NA,NA
ENSMMUP00000042072.1,NA,NA
ENSMMUP00000015171.2,NA,NA
ENSMMUP00000050630.1,NA,NA
ENSMMUP00000005740.3,NA,NA
ENSMMUP00000055551.1,NA,NA
ENSMMUP00000035206.2,NA,NA
ENSMMUP00000000744.3,NA,NA
ENSMMUP00000042411.1,NA,NA
ENSMMUP00000052297.1,NA,NA
ENSMMUP00000056663.1,NA,NA
ENSMMUP00000027356.1,NA,NA
ENSMMUP00000011968.2,NA,NA
ENSMMUP00000014448.3,NA,NA
ENSMMUP00000033456.1,NA,NA
ENSMMUP00000029778.3,NA,NA
ENSMMUP00000037566.2,NA,NA
ENSMMUP00000042303.1,NA,NA
ENSMMUP00000035331.1,NA,NA
ENSMMUP00000038574.1,NA,NA
ENSMMUP00000022065.3,NA,NA
ENSMMUP00000021597.3,NA,NA
ENSMMUP00000013759.3,NA,NA
ENSMMUP00000044485.1,NA,NA
ENSMMUP00000057175.1,NA,NA
ENSMMUP00000016217.2,NA,NA
ENSMMUP00000025615.3,NA,NA
ENSMMUP00000014021.3,NA,NA
ENSMMUP00000031334.3,NA,NA
ENSMMUP00000049553.1,NA,NA
ENSMMUP00000040897.2,NA,NA
ENSMMUP00000002229.2,NA,NA
ENSMMUP00000011496.3,NA,NA
ENSMMUP00000056175.1,NA,NA
ENSMMUP00000000185.2,NA,NA
ENSMMUP00000043485.1,NA,NA
ENSMMUP00000052917.1,NA,NA
ENSMMUP00000047949.1,NA,NA
ENSMMUP00000015538.1,NA,NA
ENSMMUP00000007415.2,NA,NA
ENSMMUP00000013274.3,NA,NA
ENSMMUP00000058223.1,NA,NA
ENSMMUP00000047547.1,NA,NA
ENSMMUP00000035496.1,NA,NA
ENSMMUP00000046282.1,NA,NA
ENSMMUP00000050337.1,NA,NA
ENSMMUP00000023843.3,NA,NA
ENSMMUP00000021061.3,NA,NA
ENSMMUP00000002957.3,NA,NA
ENSMMUP00000043980.1,NA,NA
ENSMMUP00000002235.2,NA,NA
ENSMMUP00000023378.2,NA,NA
ENSMMUP00000038554.2,NA,NA
ENSMMUP00000008103.3,NA,NA
ENSMMUP00000059724.1,NA,NA
ENSMMUP00000027697.3,NA,NA
ENSMMUP00000053402.1,NA,NA
ENSMMUP00000055523.1,NA,NA
ENSMMUP00000037925.2,NA,NA
ENSMMUP00000055472.1,NA,NA
ENSMMUP00000026399.3,NA,NA
ENSMMUP00000000334.3,NA,NA
ENSMMUP00000017338.3,NA,NA
ENSMMUP00000020276.2,NA,NA
ENSMMUP00000015708.3,NA,NA
ENSMMUP00000009023.2,NA,NA
ENSMMUP00000016091.3,NA,NA
ENSMMUP00000025515.3,NA,NA
ENSMMUP00000015914.3,NA,NA
ENSMMUP00000052715.1,NA,NA
ENSMMUP00000037459.2,NA,NA
ENSMMUP00000006557.2,NA,NA
ENSMMUP00000007475.2,NA,NA
ENSMMUP00000003640.2,NA,NA
ENSMMUP00000017701.3,NA,NA
ENSMMUP00000034056.2,NA,NA
ENSMMUP00000045993.1,NA,NA
ENSMMUP00000043957.1,NA,NA
ENSMMUP00000025599.3,NA,NA
ENSMMUP00000017342.3,NA,NA
ENSMMUP00000050553.1,NA,NA
ENSMMUP00000038437.2,NA,NA
ENSMMUP00000059656.1,NA,NA
ENSMMUP00000046784.1,NA,NA
ENSMMUP00000058772.1,NA,NA
ENSMMUP00000059092.1,NA,NA
ENSMMUP00000006897.3,NA,NA
ENSMMUP00000011843.1,NA,NA
ENSMMUP00000019878.3,NA,NA
ENSMMUP00000044424.1,NA,NA
ENSMMUP00000054388.1,NA,NA
ENSMMUP00000044502.1,NA,NA
ENSMMUP00000016085.3,NA,NA
ENSMMUP00000035071.2,NA,NA
ENSMMUP00000013842.3,NA,NA
ENSMMUP00000009108.2,NA,NA
ENSMMUP00000050648.1,NA,NA
ENSMMUP00000053608.1,NA,NA
ENSMMUP00000050468.1,NA,NA
ENSMMUP00000060703.1,NA,NA
ENSMMUP00000052233.1,NA,NA
ENSMMUP00000001865.3,NA,NA
ENSMMUP00000054604.1,NA,NA
ENSMMUP00000004077.3,NA,NA
ENSMMUP00000016602.3,NA,NA
ENSMMUP00000051615.1,NA,NA
ENSMMUP00000022220.3,NA,NA
ENSMMUP00000054273.1,NA,NA
ENSMMUP00000032048.2,NA,NA
ENSMMUP00000013878.3,NA,NA
ENSMMUP00000059763.1,NA,NA
ENSMMUP00000046289.1,NA,NA
ENSMMUP00000053380.1,NA,NA
ENSMMUP00000056483.1,NA,NA
ENSMMUP00000040569.2,NA,NA
ENSMMUP00000045089.1,NA,NA
ENSMMUP00000050108.1,NA,NA
ENSMMUP00000013572.3,NA,NA
ENSMMUP00000048884.1,NA,NA
ENSMMUP00000057294.1,NA,NA
ENSMMUP00000027929.2,NA,NA
ENSMMUP00000060352.1,NA,NA
ENSMMUP00000048683.1,NA,NA
ENSMMUP00000028117.3,NA,NA
ENSMMUP00000026926.3,NA,NA
ENSMMUP00000040500.2,NA,NA
ENSMMUP00000002823.3,NA,NA
ENSMMUP00000048195.1,NA,NA
ENSMMUP00000043690.1,NA,NA
ENSMMUP00000050660.1,NA,NA
ENSMMUP00000008531.3,NA,NA
ENSMMUP00000030840.1,NA,NA
ENSMMUP00000047893.1,NA,NA
ENSMMUP00000038781.2,NA,NA
ENSMMUP00000016142.3,NA,NA
ENSMMUP00000012523.3,NA,NA
ENSMMUP00000005189.2,NA,NA
ENSMMUP00000010694.3,NA,NA
ENSMMUP00000012498.2,NA,NA
ENSMMUP00000003952.1,NA,NA
ENSMMUP00000041729.1,NA,NA
ENSMMUP00000053101.1,NA,NA
ENSMMUP00000024701.3,NA,NA
ENSMMUP00000045611.1,NA,NA
ENSMMUP00000005927.2,NA,NA
ENSMMUP00000035067.2,NA,NA
ENSMMUP00000027591.3,NA,NA
ENSMMUP00000028284.2,NA,NA
ENSMMUP00000018206.3,NA,NA
ENSMMUP00000023633.3,NA,NA
ENSMMUP00000058833.1,NA,NA
ENSMMUP00000060011.1,NA,NA
ENSMMUP00000040410.2,NA,NA
ENSMMUP00000000665.2,NA,NA
ENSMMUP00000051153.1,NA,NA
ENSMMUP00000025254.2,NA,NA
ENSMMUP00000023298.2,NA,NA
ENSMMUP00000002600.2,NA,NA
ENSMMUP00000013770.3,NA,NA
ENSMMUP00000011954.3,NA,NA
ENSMMUP00000041992.1,NA,NA
ENSMMUP00000044445.1,NA,NA
ENSMMUP00000022057.3,NA,NA
ENSMMUP00000057700.1,NA,NA
ENSMMUP00000004713.3,NA,NA
ENSMMUP00000033647.2,NA,NA
ENSMMUP00000002093.3,NA,NA
ENSMMUP00000009518.3,NA,NA
ENSMMUP00000044978.1,NA,NA
ENSMMUP00000003425.2,NA,NA
ENSMMUP00000008686.2,NA,NA
ENSMMUP00000058401.1,NA,NA
ENSMMUP00000059468.1,NA,NA
ENSMMUP00000013496.3,NA,NA
ENSMMUP00000037718.2,NA,NA
ENSMMUP00000029286.3,NA,NA
ENSMMUP00000045432.1,NA,NA
ENSMMUP00000051489.1,NA,NA
ENSMMUP00000017620.2,NA,NA
ENSMMUP00000040036.2,NA,NA
ENSMMUP00000012397.3,NA,NA
ENSMMUP00000023245.2,NA,NA
ENSMMUP00000055654.1,NA,NA
ENSMMUP00000032336.2,NA,NA
ENSMMUP00000006061.3,NA,NA
ENSMMUP00000044557.1,NA,NA
ENSMMUP00000050785.1,NA,NA
ENSMMUP00000005913.1,NA,NA
ENSMMUP00000026623.2,NA,NA
ENSMMUP00000004930.3,NA,NA
ENSMMUP00000016932.2,NA,NA
ENSMMUP00000058143.1,NA,NA
ENSMMUP00000042071.1,NA,NA
ENSMMUP00000002137.3,NA,NA
ENSMMUP00000058322.1,NA,NA
ENSMMUP00000042270.1,NA,NA
ENSMMUP00000006530.3,NA,NA
ENSMMUP00000018691.2,NA,NA
ENSMMUP00000056242.1,NA,NA
ENSMMUP00000030836.2,NA,NA
ENSMMUP00000016192.2,NA,NA
ENSMMUP00000024916.3,NA,NA
ENSMMUP00000014549.2,NA,NA
ENSMMUP00000030118.3,NA,NA
ENSMMUP00000047694.1,NA,NA
ENSMMUP00000012431.3,NA,NA
ENSMMUP00000038615.2,NA,NA
ENSMMUP00000001704.3,NA,NA
ENSMMUP00000053537.1,NA,NA
ENSMMUP00000025816.3,NA,NA
ENSMMUP00000017180.2,NA,NA
ENSMMUP00000003057.3,NA,NA
ENSMMUP00000055841.1,NA,NA
ENSMMUP00000023455.3,NA,NA
ENSMMUP00000039740.2,NA,NA
ENSMMUP00000019724.3,NA,NA
ENSMMUP00000048392.1,NA,NA
ENSMMUP00000034674.2,NA,NA
ENSMMUP00000009292.2,NA,NA
ENSMMUP00000060783.1,NA,NA
ENSMMUP00000022438.3,NA,NA
ENSMMUP00000041429.1,NA,NA
ENSMMUP00000029101.3,NA,NA
ENSMMUP00000016469.2,NA,NA
ENSMMUP00000002153.3,NA,NA
ENSMMUP00000008447.2,NA,NA
ENSMMUP00000031759.2,NA,NA
ENSMMUP00000049251.1,NA,NA
ENSMMUP00000055245.1,NA,NA
ENSMMUP00000015536.3,NA,NA
ENSMMUP00000033544.1,NA,NA
ENSMMUP00000031405.1,NA,NA
ENSMMUP00000000387.3,NA,NA
ENSMMUP00000044946.1,NA,NA
ENSMMUP00000004897.3,NA,NA
ENSMMUP00000012846.3,NA,NA
ENSMMUP00000047935.1,NA,NA
ENSMMUP00000041485.1,NA,NA
ENSMMUP00000018984.2,NA,NA
ENSMMUP00000018798.3,NA,NA
ENSMMUP00000042356.1,NA,NA
ENSMMUP00000023860.3,NA,NA
ENSMMUP00000042988.1,NA,NA
ENSMMUP00000056326.1,NA,NA
ENSMMUP00000034613.2,NA,NA
ENSMMUP00000045637.1,NA,NA
ENSMMUP00000055284.1,NA,NA
ENSMMUP00000059946.1,NA,NA
ENSMMUP00000040591.1,NA,NA
ENSMMUP00000029110.3,NA,NA
ENSMMUP00000042923.1,NA,NA
ENSMMUP00000025357.2,NA,NA
ENSMMUP00000009487.2,NA,NA
ENSMMUP00000050432.1,NA,NA
ENSMMUP00000040093.2,NA,NA
ENSMMUP00000048058.1,NA,NA
ENSMMUP00000034588.2,NA,NA
ENSMMUP00000024512.1,NA,NA
ENSMMUP00000014003.3,NA,NA
ENSMMUP00000037861.1,NA,NA
ENSMMUP00000053448.1,NA,NA
ENSMMUP00000058817.1,NA,NA
ENSMMUP00000029858.3,NA,NA
ENSMMUP00000041455.1,NA,NA
ENSMMUP00000019324.2,NA,NA
ENSMMUP00000011279.2,NA,NA
ENSMMUP00000027091.2,NA,NA
ENSMMUP00000021521.3,NA,NA
ENSMMUP00000021112.2,NA,NA
ENSMMUP00000054329.1,NA,NA
ENSMMUP00000045300.1,NA,NA
ENSMMUP00000051746.1,NA,NA
ENSMMUP00000007489.2,NA,NA
ENSMMUP00000050769.1,NA,NA
ENSMMUP00000021463.2,NA,NA
ENSMMUP00000054207.1,NA,NA
ENSMMUP00000055869.1,NA,NA
ENSMMUP00000048610.1,NA,NA
ENSMMUP00000014220.3,NA,NA
ENSMMUP00000024495.1,NA,NA
ENSMMUP00000057540.1,NA,NA
ENSMMUP00000015609.2,NA,NA
ENSMMUP00000006467.3,NA,NA
ENSMMUP00000057962.1,NA,NA
ENSMMUP00000011408.3,NA,NA
ENSMMUP00000022833.3,NA,NA
ENSMMUP00000043928.1,NA,NA
ENSMMUP00000017504.3,NA,NA
ENSMMUP00000057349.1,NA,NA
ENSMMUP00000059766.1,NA,NA
ENSMMUP00000018935.2,NA,NA
ENSMMUP00000047858.1,NA,NA
ENSMMUP00000048721.1,NA,NA
ENSMMUP00000007919.2,NA,NA
ENSMMUP00000020717.2,NA,NA
ENSMMUP00000025280.3,NA,NA
ENSMMUP00000002433.3,NA,NA
ENSMMUP00000002121.2,NA,NA
ENSMMUP00000052954.1,NA,NA
ENSMMUP00000037881.2,NA,NA
ENSMMUP00000005343.2,NA,NA
ENSMMUP00000005615.3,NA,NA
ENSMMUP00000012482.3,NA,NA
ENSMMUP00000042945.1,NA,NA
ENSMMUP00000021447.2,NA,NA
ENSMMUP00000044469.1,NA,NA
ENSMMUP00000022712.2,NA,NA
ENSMMUP00000059512.1,NA,NA
ENSMMUP00000024403.3,NA,NA
ENSMMUP00000053200.1,NA,NA
ENSMMUP00000059339.1,NA,NA
ENSMMUP00000027411.2,NA,NA
ENSMMUP00000031801.2,NA,NA
ENSMMUP00000009178.3,NA,NA
ENSMMUP00000030961.1,NA,NA
ENSMMUP00000012389.2,NA,NA
ENSMMUP00000057814.1,NA,NA
ENSMMUP00000043268.1,NA,NA
ENSMMUP00000029166.3,NA,NA
ENSMMUP00000047158.1,NA,NA
ENSMMUP00000056293.1,NA,NA
ENSMMUP00000058527.1,NA,NA
ENSMMUP00000058844.1,NA,NA
ENSMMUP00000027114.3,NA,NA
ENSMMUP00000030606.3,NA,NA
ENSMMUP00000026576.2,NA,NA
ENSMMUP00000011111.1,NA,NA
ENSMMUP00000036827.2,NA,NA
ENSMMUP00000052229.1,NA,NA
ENSMMUP00000051681.1,NA,NA
ENSMMUP00000008963.3,NA,NA
ENSMMUP00000000151.2,NA,NA
ENSMMUP00000043159.1,NA,NA
ENSMMUP00000058934.1,NA,NA
ENSMMUP00000029933.3,NA,NA
ENSMMUP00000016020.2,NA,NA
ENSMMUP00000016532.3,NA,NA
ENSMMUP00000004492.2,NA,NA
ENSMMUP00000057288.1,NA,NA
ENSMMUP00000021432.2,NA,NA
ENSMMUP00000053514.1,NA,NA
ENSMMUP00000028723.2,NA,NA
ENSMMUP00000024844.3,NA,NA
ENSMMUP00000011777.2,NA,NA
ENSMMUP00000018327.3,NA,NA
ENSMMUP00000003486.2,NA,NA
ENSMMUP00000042521.1,NA,NA
ENSMMUP00000023459.3,NA,NA
ENSMMUP00000012191.3,NA,NA
ENSMMUP00000003082.2,NA,NA
ENSMMUP00000038174.1,NA,NA
ENSMMUP00000021519.2,NA,NA
ENSMMUP00000048589.1,NA,NA
ENSMMUP00000005708.3,NA,NA
ENSMMUP00000042610.1,NA,NA
ENSMMUP00000030091.3,NA,NA
ENSMMUP00000026884.3,NA,NA
ENSMMUP00000057253.1,NA,NA
ENSMMUP00000050462.1,NA,NA
ENSMMUP00000037360.2,NA,NA
ENSMMUP00000012243.3,NA,NA
ENSMMUP00000047537.1,NA,NA
ENSMMUP00000045100.1,NA,NA
ENSMMUP00000044618.1,NA,NA
ENSMMUP00000049801.1,NA,NA
ENSMMUP00000011018.3,NA,NA
ENSMMUP00000047386.1,NA,NA
ENSMMUP00000060098.1,NA,NA
ENSMMUP00000001599.3,NA,NA
ENSMMUP00000003970.3,NA,NA
ENSMMUP00000026053.3,NA,NA
ENSMMUP00000056745.1,NA,NA
ENSMMUP00000044530.1,NA,NA
ENSMMUP00000006137.3,NA,NA
ENSMMUP00000016873.3,NA,NA
ENSMMUP00000003928.3,NA,NA
ENSMMUP00000052309.1,NA,NA
ENSMMUP00000001339.3,NA,NA
ENSMMUP00000025109.3,NA,NA
ENSMMUP00000027686.2,NA,NA
ENSMMUP00000046065.1,NA,NA
ENSMMUP00000024815.3,NA,NA
ENSMMUP00000007690.2,NA,NA
ENSMMUP00000008316.3,NA,NA
ENSMMUP00000044327.1,NA,NA
ENSMMUP00000021671.2,NA,NA
ENSMMUP00000028401.2,NA,NA
ENSMMUP00000053460.1,NA,NA
ENSMMUP00000056466.1,NA,NA
ENSMMUP00000015224.3,NA,NA
ENSMMUP00000052661.1,NA,NA
ENSMMUP00000033930.2,NA,NA
ENSMMUP00000009524.3,NA,NA
ENSMMUP00000051856.1,NA,NA
ENSMMUP00000045850.1,NA,NA
ENSMMUP00000029828.3,NA,NA
ENSMMUP00000060464.1,NA,NA
ENSMMUP00000021892.3,NA,NA
ENSMMUP00000023333.3,NA,NA
